,task,variance,labels,image_id,support
0,0,90.32219466717784,98,126376,True
1,0,90.32219466717784,107,138756,True
2,0,90.32219466717784,10,13676,True
3,0,90.32219466717784,66,85518,True
4,0,90.32219466717784,130,167631,True
5,1,92.78172743849083,20,26812,True
6,1,92.78172743849083,81,104377,True
7,1,92.78172743849083,130,167609,True
8,1,92.78172743849083,125,161753,True
9,1,92.78172743849083,27,35288,True
10,2,82.94721041847359,48,62611,True
11,2,82.94721041847359,62,80437,True
12,2,82.94721041847359,4,5178,True
13,2,82.94721041847359,69,89107,True
14,2,82.94721041847359,29,37734,True
15,3,86.35312757823479,91,117017,True
16,3,86.35312757823479,120,154715,True
17,3,86.35312757823479,145,188133,True
18,3,86.35312757823479,43,54939,True
19,3,86.35312757823479,52,66700,True
20,4,89.5111919446171,102,131369,True
21,4,89.5111919446171,145,187151,True
22,4,89.5111919446171,107,137990,True
23,4,89.5111919446171,11,15194,True
24,4,89.5111919446171,42,53952,True
25,5,82.86085595991301,71,92091,True
26,5,82.86085595991301,4,5744,True
27,5,82.86085595991301,10,13201,True
28,5,82.86085595991301,52,67003,True
29,5,82.86085595991301,66,85821,True
30,6,74.94661062381718,121,156759,True
31,6,74.94661062381718,86,111629,True
32,6,74.94661062381718,87,112324,True
33,6,74.94661062381718,31,40080,True
34,6,74.94661062381718,122,157695,True
35,7,87.96091529663644,117,151810,True
36,7,87.96091529663644,96,124565,True
37,7,87.96091529663644,92,119347,True
38,7,87.96091529663644,139,179449,True
39,7,87.96091529663644,38,49665,True
40,8,92.78172743849083,19,24928,True
41,8,92.78172743849083,109,141175,True
42,8,92.78172743849083,52,66924,True
43,8,92.78172743849083,74,95829,True
44,8,92.78172743849083,137,177208,True
45,9,89.08383729451802,26,33908,True
46,9,89.08383729451802,140,180835,True
47,9,89.08383729451802,88,114255,True
48,9,89.08383729451802,49,62968,True
49,9,89.08383729451802,98,126409,True
50,10,64.54300591461305,7,9073,True
51,10,64.54300591461305,114,146904,True
52,10,64.54300591461305,110,142395,True
53,10,64.54300591461305,106,137159,True
54,10,64.54300591461305,127,163801,True
55,11,71.85805307536181,57,73285,True
56,11,71.85805307536181,80,102863,True
57,11,71.85805307536181,130,168101,True
58,11,71.85805307536181,62,80779,True
59,11,71.85805307536181,60,77733,True
60,12,78.5865991159319,133,171579,True
61,12,78.5865991159319,36,46949,True
62,12,78.5865991159319,90,116767,True
63,12,78.5865991159319,118,152162,True
64,12,78.5865991159319,22,28951,True
65,13,84.50438530829966,74,95488,True
66,13,84.50438530829966,72,93500,True
67,13,84.50438530829966,133,172346,True
68,13,84.50438530829966,34,43677,True
69,13,84.50438530829966,146,188923,True
70,14,84.9181817222091,10,13395,True
71,14,84.9181817222091,29,37629,True
72,14,84.9181817222091,158,204027,True
73,14,84.9181817222091,0,609,True
74,14,84.9181817222091,69,89510,True
75,15,79.99873853436831,110,142283,True
76,15,79.99873853436831,148,190993,True
77,15,79.99873853436831,116,149580,True
78,15,79.99873853436831,125,161829,True
79,15,79.99873853436831,65,83554,True
80,16,63.2268708378053,117,151227,True
81,16,63.2268708378053,126,163061,True
82,16,63.2268708378053,112,145194,True
83,16,63.2268708378053,12,16468,True
84,16,63.2268708378053,105,135291,True
85,17,85.51452813374459,31,40145,True
86,17,85.51452813374459,98,126761,True
87,17,85.51452813374459,69,88812,True
88,17,85.51452813374459,30,38555,True
89,17,85.51452813374459,144,186597,True
90,18,91.97072471593007,123,159235,True
91,18,91.97072471593007,139,180319,True
92,18,91.97072471593007,80,103184,True
93,18,91.97072471593007,20,26528,True
94,18,91.97072471593007,66,85376,True
95,19,93.9904478874348,136,175920,True
96,19,93.9904478874348,118,152302,True
97,19,93.9904478874348,10,12664,True
98,19,93.9904478874348,144,186312,True
99,19,93.9904478874348,31,40794,True
100,20,84.43686541219964,120,155249,True
101,20,84.43686541219964,8,10436,True
102,20,84.43686541219964,136,175263,True
103,20,84.43686541219964,146,189197,True
104,20,84.43686541219964,141,182444,True
105,21,89.24001499964683,2,2678,True
106,21,89.24001499964683,122,158167,True
107,21,89.24001499964683,65,83548,True
108,21,89.24001499964683,156,201476,True
109,21,89.24001499964683,48,61946,True
110,22,86.35312757823479,146,188317,True
111,22,86.35312757823479,61,78964,True
112,22,86.35312757823479,70,89768,True
113,22,86.35312757823479,47,61106,True
114,22,86.35312757823479,107,138016,True
115,23,85.3318109746716,138,178892,True
116,23,85.3318109746716,120,155483,True
117,23,85.3318109746716,11,14580,True
118,23,85.3318109746716,80,103889,True
119,23,85.3318109746716,6,8478,True
120,24,89.47435402521346,40,51757,True
121,24,89.47435402521346,85,109563,True
122,24,89.47435402521346,34,43342,True
123,24,89.47435402521346,121,156513,True
124,24,89.47435402521346,142,183777,True
125,25,82.4410263542337,24,30807,True
126,25,82.4410263542337,31,40632,True
127,25,82.4410263542337,6,8531,True
128,25,82.4410263542337,89,115205,True
129,25,82.4410263542337,5,7121,True
130,26,87.96091529663644,118,152752,True
131,26,87.96091529663644,93,119644,True
132,26,87.96091529663644,144,186403,True
133,26,87.96091529663644,35,45317,True
134,26,87.96091529663644,98,126851,True
135,27,68.67708420229391,138,178140,True
136,27,68.67708420229391,5,6957,True
137,27,68.67708420229391,154,199696,True
138,27,68.67708420229391,156,201615,True
139,27,68.67708420229391,121,156416,True
140,28,70.98277911118741,88,114205,True
141,28,70.98277911118741,34,44245,True
142,28,70.98277911118741,33,42963,True
143,28,70.98277911118741,28,36867,True
144,28,70.98277911118741,156,202307,True
145,29,89.08559204985971,132,170786,True
146,29,89.08559204985971,27,35752,True
147,29,89.08559204985971,52,67533,True
148,29,89.08559204985971,152,196577,True
149,29,89.08559204985971,154,198617,True
150,30,90.32219466717784,68,88025,True
151,30,90.32219466717784,129,166372,True
152,30,90.32219466717784,125,161204,True
153,30,90.32219466717784,141,181944,True
154,30,90.32219466717784,100,129732,True
155,31,86.30876799455865,87,112369,True
156,31,86.30876799455865,23,30696,True
157,31,86.30876799455865,19,25222,True
158,31,86.30876799455865,78,101041,True
159,31,86.30876799455865,146,188828,True
160,32,93.76023600430376,132,170714,True
161,32,93.76023600430376,0,9,True
162,32,93.76023600430376,23,30674,True
163,32,93.76023600430376,120,155120,True
164,32,93.76023600430376,81,104265,True
165,33,85.79960067439673,152,196221,True
166,33,85.79960067439673,132,171007,True
167,33,85.79960067439673,23,30437,True
168,33,85.79960067439673,64,83367,True
169,33,85.79960067439673,26,34204,True
170,34,86.0951021200094,72,92365,True
171,34,86.0951021200094,92,119090,True
172,34,86.0951021200094,124,160778,True
173,34,86.0951021200094,153,198107,True
174,34,86.0951021200094,38,49685,True
175,35,84.06001454450569,57,73786,True
176,35,84.06001454450569,27,35355,True
177,35,84.06001454450569,132,170476,True
178,35,84.06001454450569,108,139250,True
179,35,84.06001454450569,73,94079,True
180,36,84.11793082719393,157,203346,True
181,36,84.11793082719393,7,9863,True
182,36,84.11793082719393,150,194452,True
183,36,84.11793082719393,131,169532,True
184,36,84.11793082719393,94,122020,True
185,37,89.78051106187536,3,3966,True
186,37,89.78051106187536,41,53478,True
187,37,89.78051106187536,126,162932,True
188,37,89.78051106187536,5,6433,True
189,37,89.78051106187536,66,85755,True
190,38,78.40721275545489,22,28689,True
191,38,78.40721275545489,106,136999,True
192,38,78.40721275545489,128,165364,True
193,38,78.40721275545489,136,175718,True
194,38,78.40721275545489,104,133921,True
195,39,84.06001454450569,92,118704,True
196,39,84.06001454450569,134,173016,True
197,39,84.06001454450569,105,135803,True
198,39,84.06001454450569,31,40455,True
199,39,84.06001454450569,63,81433,True
200,40,70.0275450811912,101,130127,True
201,40,70.0275450811912,115,148492,True
202,40,70.0275450811912,70,90936,True
203,40,70.0275450811912,105,136425,True
204,40,70.0275450811912,88,113533,True
205,41,77.62612378558995,67,86982,True
206,41,77.62612378558995,131,169684,True
207,41,77.62612378558995,42,53991,True
208,41,77.62612378558995,130,168249,True
209,41,77.62612378558995,35,45752,True
210,42,81.07127936999707,136,176446,True
211,42,81.07127936999707,69,89248,True
212,42,81.07127936999707,90,116251,True
213,42,81.07127936999707,53,68466,True
214,42,81.07127936999707,98,127287,True
215,43,72.38632215222299,28,37146,True
216,43,72.38632215222299,47,60310,True
217,43,72.38632215222299,123,158861,True
218,43,72.38632215222299,75,96450,True
219,43,72.38632215222299,25,32827,True
220,44,80.23861874001977,2,3637,True
221,44,80.23861874001977,13,17587,True
222,44,80.23861874001977,134,173707,True
223,44,80.23861874001977,17,21779,True
224,44,80.23861874001977,72,93501,True
225,45,89.79299226398221,81,104147,True
226,45,89.79299226398221,159,205137,True
